Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - varA = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/FirstScriptUsingToolOr/Page_Health Home Dashboard (1)/right arrow), 5)",Chrome 58.0.3029.110,Login Page,2017-06-22 19:25:33,2017-06-22 19:25:33,0.045s,PASSED
Statement - If (varA == true),Chrome 58.0.3029.110,,2017-06-22 19:25:33,2017-06-22 19:25:43,9.565s,FAILED
click,Chrome 58.0.3029.110,,2017-06-22 19:25:43,2017-06-22 19:25:43,0.450s,FAILED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:25:43,2017-06-22 19:25:46,3.000s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:25:46,2017-06-22 19:26:18,31.889s,FAILED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:26:18,2017-06-22 19:26:21,3.000s,PASSED
closeBrowser,Chrome 58.0.3029.110,,2017-06-22 19:26:21,2017-06-22 19:26:22,0.774s,PASSED
,,,,,,
Test Cases/patientPanelUserTagSearch,Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:27:40,1m - 18.041s,PASSED
"Statement - info = [""url"":"""", ""username"":"""", ""password"":""""]",Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.000s,PASSED
"Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(""Data Files/FirstTestData"")",Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.029s,PASSED
"Statement - url = data.getValue(1, 1)",Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.001s,PASSED
"Statement - username = data.getValue(2, 1)",Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.001s,PASSED
"Statement - password = data.getValue(3, 1)",Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.001s,PASSED
Statement - url = url,Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.000s,PASSED
Statement - password = password,Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.001s,PASSED
Statement - username = username,Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:26:22,0.000s,PASSED
openBrowser,Chrome 58.0.3029.110,,2017-06-22 19:26:22,2017-06-22 19:27:12,49.522s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 19:27:12,2017-06-22 19:27:12,0.377s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 19:27:12,2017-06-22 19:27:12,0.208s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:12,2017-06-22 19:27:13,0.118s,PASSED
waitForElementVisible,Chrome 58.0.3029.110,,2017-06-22 19:27:13,2017-06-22 19:27:17,4.476s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:17,2017-06-22 19:27:17,0.133s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:17,2017-06-22 19:27:20,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:20,2017-06-22 19:27:20,0.160s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:20,2017-06-22 19:27:23,3.003s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:23,2017-06-22 19:27:24,0.204s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:24,2017-06-22 19:27:27,3.000s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:27,2017-06-22 19:27:27,0.175s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:27,2017-06-22 19:27:30,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:30,2017-06-22 19:27:30,0.141s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:30,2017-06-22 19:27:33,3.001s,PASSED
Statement - ele = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/FirstScriptUsingToolOr/Page_Health Home Dashboard (1)/patient panel/patientpanelMaText)),Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.093s,PASSED
"Statement - If (ele.equalsIgnoreCase(""AA""))",Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.001s,PASSED
Statement - Else,Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.001s,PASSED
"Statement - varA = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/FirstScriptUsingToolOr/Page_Health Home Dashboard (1)/patient panel/patientpanelMaText), 10)",Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.019s,PASSED
Statement - If (varA == true),Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:33,0.355s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:33,2017-06-22 19:27:36,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:27:36,2017-06-22 19:27:37,0.164s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:27:37,2017-06-22 19:27:40,3.001s,PASSED
closeBrowser,Chrome 58.0.3029.110,,2017-06-22 19:27:40,2017-06-22 19:27:40,0.651s,PASSED
